,Name,MRP,Discounted Price,Manufacturer
1029,Fucidin Cream 15gm,165.14,135.41,Mkt: Sun Pharmaceutical Industries Ltd
1030,Floatin 20mg Tablet 10'S,44.50,36.49,Mkt: Icon Life Sciences
1031,Furoped Pineapple Flavour Oral Solution 30ml,111.21,91.19,Mkt: Samarth Life Sciences Pvt Ltd
1032,Fosirol Sachet 8Gm,513.16,420.79,Mkt: Cipla Ltd
1033,Fzhh 150mg Tablet,13.51,11.08,Mkt: Hegde & Hegde Pharmaceutica Llp
1034,Folcure Tablet 10'S,131.80,108.08,Mkt: Usv Private Ltd
1035,Folinine D Capsule 15'S,233.18,191.21,Mkt: Cipla Ltd
1036,Flucort H Skin Cream 30gm,200.00,164.00,Mkt: Glenmark Pharmaceuticals Ltd
1037,Finabald 2.5mg Tablet 10'S,78.10,64.04,Mkt: East West Pharma
1038,Flexabenz Gel 30gm,183.00,150.06,Mkt: Macleods Pharmaceuticals Pvt Ltd
1039,Flurish 150mg Tablet 1's,311.50,255.43,Mkt: Dr. Reddy's Laboratories Ltd
1040,Furamist Nasal Spray 120Md 1's,467.56,383.40,Mkt: Cipla Ltd
1041,Formonide 0.5mg Respule 7X2ml,446.60,379.61,Mkt: Cadila Healthcare Ltd (Zydus)
1042,Fixon Strawberry Flavour Cream 15gm,124.50,102.09,Mkt: ICPA HEALTH PRODUCT LTD
1043,Flutibact Ointment 10gm,236.20,193.68,Mkt: Glaxosmithkline Pharmaceuticals Ltd
1044,Folitrax 50mg Injection 2ml,112.16,91.97,Mkt: Ipca Laboratories Ltd
1045,Fusys 150mg Tablet 6'S,72.30,59.29,Mkt: Cadila Healthcare Ltd (Zydus)
1046,Formonide Forte Respicap 30'S,438.00,359.16,Mkt: Cadila Healthcare Ltd (Zydus)
1047,Folygel Dha Softgel 10'S,108.90,89.30,Mkt: Kinesis Pharmaceuticals Pvt.Ltd
1048,Ferium 100mg Chew Tablet 10'S,146.95,120.50,Mkt: Emcure Pharmaceuticals Ltd
1049,Fertyl M 25mg Tablet 30'S,203.00,166.46,Mkt: Arex Laboratories Pvt Ltd
1050,Funzi L 1% Cream 30gm,291.30,238.87,Mkt: Corona Remedies Pvt Ltd
1051,Ferium D3 Tablet 10'S,191.55,157.07,Mkt: Emcure Pharmaceuticals Ltd
1052,Folifast Hair Tincture Lotion 100ml,299.00,245.18,Mkt: Intas Pharmaceuticals Ltd
1053,Fertilix 300mg Softgel 10'S,723.00,592.86,Mkt: Innovcare Lifesciences Pvt Ltd
1054,Fullform 200 Rotacap 30'S,190.33,156.07,Mkt: Cipla Ltd
1055,Formin SR 500mg Tablet 15'S,33.55,27.51,Mkt: Alkem Laboratories Ltd
1056,Fixar 10/120mg Tablet 10'S,105.27,86.32,Mkt: Hetero Healthcare Limited
1057,Fembio Capsule 10'S,594.00,487.08,Mkt: Cadila Healthcare Ltd (Zydus)
1058,Formonide 400 Inhaler 120Md,509.45,417.75,Mkt: Cadila Healthcare Ltd (Zydus)
1059,Fresubin HP Vanilla Powder 400gm,1025.00,922.50,Mkt: Fresenius Kabi India Pvt Ltd
1060,Fluvator 100mg Tablet 10'S,352.85,289.34,Mkt: Torrent Pharmaceuticals Ltd
1061,Folitrax 25mg Tablet 4'S,279.20,228.94,Mkt: Ipca Laboratories Ltd
1062,Furamist AZ Nasal Spray 70Md,479.50,393.19,Mkt: Cipla Ltd
1063,Femarelle Capsule 15'S,499.00,409.18,Mkt: Maneesh Pharmaceuticals Ltd
1064,Flutivate Ointment 20gm,192.80,158.10,Mkt: Glaxosmithkline Pharmaceuticals Ltd
1065,Frext CR 100mg Tablet 10'S,348.00,285.36,Mkt: Intas Pharmaceuticals Ltd
1066,Floatin 40mg Tablet 10'S,70.00,57.40,Mkt: Icon Life Sciences
1067,Floatin 60mg Tablet 10'S,87.70,71.91,Mkt: Icon Life Sciences
1068,Finehart Tablet 10'S,192.50,157.85,Mkt: Franco Indian Pharmaceuticals Pvt Ltd
1069,Folygel Capsule 10'S,38.50,31.57,Mkt: Kinesis Pharmaceuticals Pvt.Ltd
1070,Fucidin H Cream 15gm,245.00,200.90,Mkt: Sun Pharmaceutical Industries Ltd
1071,Forzest 20mg Tablet 7'S,565.00,463.30,Mkt: Sun Pharmaceutical Industries Ltd
1072,Flixonase 0.05% Innospray 120Md,615.35,504.59,Mkt: Glaxosmithkline Pharmaceuticals Ltd
1073,Flutiflo FT Nasal Spray 120Md,510.90,418.94,Mkt: Lupin Ltd
1074,Flucold Tablet 10'S,40.50,33.21,Mkt: Wallace Pharmaceuticals Ltd
1075,FOL B Tablet 10'S,64.90,53.22,Mkt: East West Pharma
1076,Folgroom Tablet 10'S,109.45,89.75,Mkt: East West Pharma
1077,Flogel Ultra Eye Drops 10ml,439.23,360.17,Mkt: Cipla Ltd
1078,Feno TG Tablet 10'S,220.35,180.69,Mkt: Troikaa Pharmaceuticals Ltd
1079,Fertihope F Capsule 10'S,640.00,524.80,Mkt: Tablets India Ltd
1080,FUR CR 100mg Tablet 10'S,162.25,133.05,Mkt: Corona Remedies Pvt Ltd
1081,Fenixa 180mg Tablet 10'S,176.00,144.32,Mkt: Canixa Life Sciences Pvt Ltd
1082,Fluticone FT 120Md Nasal Spray 6Gm,467.00,382.94,Mkt: Cadila Healthcare Ltd (Zydus)
1083,Formoflo Forte Transcap 30'S,542.85,445.14,Mkt: Lupin Ltd
1084,Flutivate E Cream 30gm,332.50,272.65,Mkt: Glaxosmithkline Pharmaceuticals Ltd
1085,Fair Eye Advanced Dark Circle Care Cream 15gm,899.00,737.18,Mkt: Cadila Healthcare Ltd (Zydus)
1086,Flexipep G Granules 10.7gm,78.65,64.49,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1087,Foracort 100mcg Inhaler 120Md,314.49,257.88,Mkt: Cipla Ltd
1088,FIASP 100iu Penfill 3ml,740.70,666.63,Mkt: Abbott India Ltd
1089,Fungikem 100Mg Capsule 10's,110.00,90.20,Mkt: Alkem Laboratories Ltd
1090,Febustat 80Mg Tablet 15's,464.46,380.86,Mkt: Abbott Healthcare Pvt Ltd
1091,Fdson MP Forte Tablet 10'S,47.60,39.03,Mkt: Unison Pharmaceuticals Pvt Ltd
1092,Freshclor Mint Flavour Mouthwash 200ml,249.00,204.18,Mkt: Group Pharmaceuticals Ltd
1093,Feronia XT Suspension 150ml,205.25,168.31,Mkt: Zuventus Healthcare Ltd
1094,Floslo 5mg Tablet 10'S,332.00,272.24,Mkt: Intas Pharmaceuticals Ltd
1095,Frext 100mg Tablet 10'S,345.00,282.90,Mkt: Intas Pharmaceuticals Ltd
1096,Femovan Tablet 21'S,283.40,232.39,Mkt: Bayer Zydus Pharma Pvt Ltd
1097,Fluvator 50mg Tablet 10'S,228.70,187.53,Mkt: Torrent Pharmaceuticals Ltd
1098,Fopymin Tablet 10'S,108.00,88.56,Mkt: Akesiss Pharma Pvt Ltd
1099,Flocetam 800mg Tablet 10'S,153.00,125.46,Mkt: Icon Life Sciences
1100,Ferozinc Tablet 10'S,58.96,48.35,Mkt: East West Pharma
1101,Fluticone Nasal Spray 12ml,438.00,359.16,Mkt: Cadila Healthcare Ltd (Zydus)
1102,FUR XT Tablet 15's,212.00,173.84,Mkt: Corona Remedies Pvt Ltd
1103,Forair 250 Respicap 30'S,436.50,357.93,Mkt: Cadila Healthcare Ltd (Zydus)
1104,Femiplex Tablet 75'S,137.00,121.93,Mkt: Charak Pharma Pvt Ltd
1105,FLORA ZN ORANGE FLAVOUR Sachet 1gm,19.80,16.24,Mkt: Mankind Pharma Pvt Ltd
1106,Fast&Up Reload Hydration Health Supplement - Berry Flavour 20's,265.00,238.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1107,Fostera 10mg Tablet 10'S,152.00,124.64,Mkt: Intas Pharmaceuticals Ltd
1108,Flugesic 100mg Capsule 10'S,151.80,124.48,Mkt: Lupin Ltd
1109,Friends Underpad-Classic (L) 10's,425.00,403.75,Mkt: NOBEL HYGIENE PVT LTD
1110,Fludac 60mg Capsule 10'S,110.88,90.92,Mkt: Cadila Pharmaceuticals Ltd
1111,FEBURIC 80mg Tablet 15's,344.00,282.08,Mkt: Ajanta Pharma Ltd
1112,Fracura Capsule 10'S,190.00,155.80,Mkt: Pharmanova Specialties Pvt Ltd
1113,Frext 50mg Tablet 10'S,201.00,164.82,Mkt: Intas Pharmaceuticals Ltd
1114,Freego Granules 90gm,259.00,212.38,Mkt: Alembic Pharmaceuticals Ltd
1115,Floresp 120md Nasal Spray 6gm,430.30,352.85,Mkt: Zuventus Healthcare Ltd
1116,Fucidin Ointment 15gm,165.14,135.41,Mkt: Sun Pharmaceutical Industries Ltd
1117,FM 24 Tablet 10'S,224.50,184.09,Mkt: Dr. Reddy's Laboratories Ltd
1118,Fourderm Cream 10gm,107.25,75.08,Mkt: Cipla Ltd
1119,Fdson MP Tablet 10'S,46.00,37.72,Mkt: Unison Pharmaceuticals Pvt Ltd
1120,FOR IC Capsule 10'S,893.10,732.34,Mkt: Cipla Ltd
1121,Fumycin 150mg Capsule 1'S,12.98,10.64,Mkt: Pfizer Ltd
1122,Finast T Capsule 30'S,783.00,642.06,Mkt: Dr. Reddy's Laboratories Ltd
1123,Formosone 250 Respicap 30'S,480.15,393.72,Mkt: Cadila Healthcare Ltd (Zydus)
1124,Flutrol 250 Capsule 30'S,401.50,329.23,Mkt: Macleods Pharmaceuticals Pvt Ltd
1125,Fexova 180mg Tablet 10'S,216.00,177.12,Mkt: Ipca Laboratories Ltd
1126,Flavospas 200mg Tablet 10'S,227.90,186.88,Mkt: Torrent Pharmaceuticals Ltd
1127,Flutas 150mg Tablet 1'S,12.05,9.88,Mkt: Intas Pharmaceuticals Ltd
1128,Fullform 400 Rotacap 30'S,273.77,224.49,Mkt: Cipla Ltd
1129,Fole 200mg Tablet 1'S,13.17,10.80,Mkt: Unison Pharmaceuticals Pvt Ltd
1130,Forcan 50mg Tablet 4'S,43.32,35.52,Mkt: Cipla Ltd
1131,Flucort Skin Cream 20gm,110.00,90.20,Mkt: Glenmark Pharmaceuticals Ltd
1132,Finabald 5mg Tablet 10'S,187.00,153.34,Mkt: East West Pharma
1133,Flucort Forte Skin Lotion 30ml,157.00,128.74,Mkt: Glenmark Pharmaceuticals Ltd
1134,Febuxor 80mg Tablet 10'S,236.00,193.52,Mkt: Intas Pharmaceuticals Ltd
1135,Fenocor 200mg Capsule 10'S,172.66,141.58,Mkt: Ordain Health Care Global Pvt Ltd
1136,Freeair Nasal Spray 6Gm,420.00,344.40,Mkt: Alkem Laboratories Ltd
1137,Flucort C Skin Cream 20gm,164.50,134.89,Mkt: Glenmark Pharmaceuticals Ltd
1138,Flexabenz Plus Tablet 10'S,276.00,226.32,Mkt: Macleods Pharmaceuticals Pvt Ltd
1139,Fungikem 200mg Capsule 7'S,154.00,126.28,Mkt: Alkem Laboratories Ltd
1140,Friends Adult Diaper-Easy (M) 10's,605.00,574.75,Mkt: NOBEL HYGIENE PVT LTD
1141,Ferose XT Tablet 15'S,208.07,170.62,Mkt: Eris Oaknet Healthcare Pvt Ltd
1142,Franch Oil Nh Plus 50 ml,110.00,,Mkt: F M Group Of Companies
1143,Ferium XT Drops 15ml,136.90,112.26,Mkt: Emcure Pharmaceuticals Ltd
1144,Floatin 10mg Tablet 10'S,28.80,23.62,Mkt: Icon Life Sciences
1145,Friends Adult Diaper-Easy (XL) 10's,660.00,627.00,Mkt: NOBEL HYGIENE PVT LTD
1146,Fabulon 40mg Tablet 10'S,94.00,77.08,Mkt: Neon Laboratories Ltd
1147,Fintrix 500mg Tablet 7'S,158.00,129.56,Mkt: Micro Labs Ltd
1148,FERRONOMIC PLUS Tablet 10's,409.00,335.38,Mkt: La Renon Healthcare Pvt Ltd
1149,Fevastin Injection 2ml,16.30,13.37,Mkt: Tablets India Ltd
1150,Flucort N Skin Cream 20gm,125.00,102.50,Mkt: Glenmark Pharmaceuticals Ltd
1151,Fenocor 105mg Tablet 10'S,285.70,234.27,Mkt: Ordain Health Care Global Pvt Ltd
1152,Farex Gentle Follow Up Formula - Stage 2 (6-12 Months) 400 gm - Refill Pack,750.00,,Mkt: NUTRICIA INTERNATIONAL Pvt Ltd
1153,Fintrix 250mg Tablet 7'S,141.00,115.62,Mkt: Micro Labs Ltd
1154,Full 365 Capsule 15'S,130.25,106.81,Mkt: Zuventus Healthcare Ltd
1155,Fast&Up Reload Hydration Effervescent Tablet - Cola Flavour 20's,265.00,238.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1156,Flunil Suspension 60ml,109.00,89.38,Mkt: Intas Pharmaceuticals Ltd
1157,FURIC 80mg Tablet 15's,382.40,313.57,Mkt: Lupin Ltd
1158,Flutas 400mg Tablet 1'S,29.71,24.36,Mkt: Intas Pharmaceuticals Ltd
1159,FUR Total Tablet 10'S,161.00,132.02,Mkt: Corona Remedies Pvt Ltd
1160,Fertiplus Tablet 10'S,245.00,200.90,Mkt: Micro Labs Ltd
1161,Fertomid 50mg Tablet 10'S,103.48,84.85,Mkt: Cipla Ltd
1162,Foxstat 80mg Tablet 10'S,211.00,173.02,Mkt: Franco Indian Pharmaceuticals Pvt Ltd
1163,Flugesic P Tablet 10'S,168.60,138.25,Mkt: Lupin Ltd
1164,Fungicide 200mg Tablet 10'S,468.00,383.76,Mkt: Torrent Pharmaceuticals Ltd
1165,Flucos 0.5%W/W Gel 15gm,104.39,85.60,Mkt: Eris Oaknet Healthcare Pvt Ltd
1166,Fixon Strawberry Flavour Cream 50gm,335.00,274.70,Mkt: ICPA HEALTH PRODUCT LTD
1167,Femina XT Tablet 10'S,140.00,114.80,Mkt: Mint Pharmaceuticals Pvt Ltd
1168,Fomtide 400 Octacap 30'S,268.80,220.42,Mkt: Sun Pharmaceutical Industries Ltd
1169,Flagyl 200mg Tablet 15'S,13.60,11.15,Mkt: Abbott Healthcare Pvt Ltd
1170,Flonida 5% Cream 10gm,267.00,218.94,Mkt: Menarini India Pvt Ltd
1171,Fudic Bnf Cream 20gm,340.00,278.80,Mkt: Hegde & Hegde Pharmaceutica Llp
1172,Fentin Capsule 1'S,185.00,151.70,Mkt: Sun Pharmaceutical Industries Ltd
1173,Febufix 40mg Tablet 10'S,113.00,92.66,Mkt: Akesiss Pharma Pvt Ltd
1174,Ferikind Drops 15ml,89.00,72.98,Mkt: Mankind Pharma Pvt Ltd
1175,Fragmin 5000IU Injection 0.2ml,803.70,659.03,Mkt: Pfizer Ltd
1176,Famcimac 500mg Tablet 3'S,312.40,256.17,Mkt: Macleods Pharmaceuticals Pvt Ltd
1177,Fulterm 5mg Tablet 10'S,160.00,131.20,Mkt: Micro Labs Ltd
1178,Forair 250 With Dose Counter Inhaler 120Md,693.30,568.51,Mkt: Cadila Healthcare Ltd (Zydus)
1179,Fritolev XR 500mg Tablet 10'S,182.80,149.90,Mkt: Arinna Lifesciences Ltd
1180,Formost 200 Respicap 30'S,359.00,294.38,Mkt: Cadila Healthcare Ltd (Zydus)
1181,Fucidin Cream 5gm,55.04,45.13,Mkt: Sun Pharmaceutical Industries Ltd
1182,FUNGICROS Cream 50gm,558.00,457.56,Mkt: Sun Pharmaceutical Industries Ltd
1183,Flexabenz ER Capsule 10'S,231.00,189.42,Mkt: Macleods Pharmaceuticals Pvt Ltd
1184,Ferinject 500mg Injection 10ml,3349.00,2746.18,Mkt: Lupin Ltd
1185,Flexura 400mg Tablet 10'S,150.00,123.00,Mkt: Sun Pharmaceutical Industries Ltd
1186,Fittydent Denture Adhesive Powder 20gm,173.50,142.27,Mkt: Dr. Reddy's Laboratories Ltd
1187,Fexy 180mg Tablet 10'S,264.10,216.56,Mkt: Lupin Ltd
1188,Ferose Tablet 15'S,180.88,148.32,Mkt: Eris Oaknet Healthcare Pvt Ltd
1189,Flozen AA Tablet 10'S,95.00,77.90,Mkt: Mankind Pharma Pvt Ltd
1190,Fudic Cream 5gm,55.05,45.14,Mkt: Hegde & Hegde Pharmaceutica Llp
1191,Fast&Up Promega Omega 3 Rich Fish Oil 1250 mg Softgel 60's,990.00,772.20,Mkt: Aeronutrix Sports Products Pvt Ltd
1192,Flohale 2mg Respule 5X2ml,523.35,429.15,Mkt: Cipla Ltd
1193,FE 3 XT Tablet 10'S,98.45,80.73,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1194,Full 365 Suspension 200ml,191.80,157.28,Mkt: Zuventus Healthcare Ltd
1195,Feroglobin B12 Delicious Taste with Malt Honey Orange Extract Syrup 200ml,183.00,150.06,Mkt: MEYER ORGANICS PVT LTD
1196,Fast&Up Charge Natural Vitamin C & Zinc Effervesent Tablet - Orange Flavour (Pack of 3 x 20's),1170.00,889.20,Mkt: Aeronutrix Sports Products Pvt Ltd
1197,Fluticort F 250mcg Machaler Rotacap 30'S,403.70,331.03,Mkt: Macleods Pharmaceuticals Pvt Ltd
1198,Fucidin Ointment 5gm,49.11,40.27,Mkt: Sun Pharmaceutical Industries Ltd
1199,Formoflo 125 Transhaler 120Md,603.60,494.95,Mkt: Lupin Ltd
1200,Flucos Itz 100mg Capsule 10'S,120.94,99.17,Mkt: Eris Oaknet Healthcare Pvt Ltd
1201,FLOKIND 0.4mg Tablet 10's,95.00,77.90,Mkt: Mankind Pharma Pvt Ltd
1202,Fenobate 160mg Capsule 10'S,134.20,110.04,Mkt: East West Pharma
1203,FBN Eye Drops 5ml,89.00,72.98,Mkt: Micro Labs Ltd
1204,Floresp AZ Nasal Spray 10ml,403.90,331.20,Mkt: Zuventus Healthcare Ltd
1205,FOLIRICH HAIR GROWTH Serum 60ml,1509.00,1237.38,Mkt: Regaliz Medicare Ltd
1206,Fluoritop Tangy Orange Flavour Mouth Wash 160ml,91.30,74.87,Mkt: ICPA HEALTH PRODUCT LTD
1207,Femitraz 1mg Tablet 10'S,532.35,436.53,Mkt: Lupin Ltd
1208,Femikiro Tablet 10'S,377.00,309.14,Mkt: Eris Oaknet Healthcare Pvt Ltd
1209,Febuset 80mg Tablet 10'S,172.00,141.04,Mkt: MEYER ORGANICS PVT LTD
1210,Friends Adult Diaper-Easy (L) 10's,575.00,546.25,Mkt: NOBEL HYGIENE PVT LTD
1211,Flexipep Granules 10.7Gm,78.65,64.49,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1212,Febucip 80mg Tablet 10'S,222.64,182.56,Mkt: Cipla Ltd
1213,Ferizac Tablet 10'S,103.90,85.20,Mkt: Linux Laboratories Pvt Ltd
1214,Fast&Up Reload Hydration Effervescent Tablet - Lime & Lemon Flavour 20's,265.00,238.50,Mkt: Aeronutrix Sports Products Pvt Ltd
1215,Fudic Bnf Cream 10gm,197.00,161.54,Mkt: Hegde & Hegde Pharmaceutica Llp
1216,Fast&Up Vitalize Multivitamins - Orange Flavour 20's,390.00,222.30,Mkt: Aeronutrix Sports Products Pvt Ltd
1217,Futop B Cream 10gm,62.65,51.37,Mkt: Eris Oaknet Healthcare Pvt Ltd
1218,FUNZI IT 200mg Capsule 10's,230.00,188.60,Mkt: Corona Remedies Pvt Ltd
1219,Fole 150mg Tablet 1'S,9.87,8.09,Mkt: Unison Pharmaceuticals Pvt Ltd
1220,Flublock AZ Nasal Spray 7ml,463.00,379.66,Mkt: Glenmark Pharmaceuticals Ltd
1221,Formoflo 100 Transcap 30'S,292.20,239.60,Mkt: Lupin Ltd
1222,Flonida 1% Cream 10gm,120.00,98.40,Mkt: Menarini India Pvt Ltd
1223,Formonide 1mg Respule 7X2ml,491.05,417.39,Mkt: Cadila Healthcare Ltd (Zydus)
1224,Flucos Itz 200mg Capsule 10'S,199.00,163.18,Mkt: Eris Oaknet Healthcare Pvt Ltd
1225,Fegra 120mg Tablet 10'S,109.50,89.79,Mkt: Comed Chemicals Limited
1226,Fomtide 200 Octacaps 30'S,210.33,172.47,Mkt: Sun Pharmaceutical Industries Ltd
1227,Flavocip 200mg Tablet 10'S,221.07,181.28,Mkt: Cipla Ltd
1228,Fracis Capsule 10'S,182.00,149.24,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1229,Fdson 12 SL Tablet 10'S,31.60,25.91,Mkt: Unison Pharmaceuticals Pvt Ltd
1230,Fusiwal B Cream 15gm,208.50,170.97,Mkt: Wallace Pharmaceuticals Ltd
1231,Fluanxol 40mg Injection(Depot) 2ml,496.70,407.29,Mkt: Lundbeck India Pvt Ltd
1232,Flugesic SR Tablet 10'S,297.50,243.95,Mkt: Lupin Ltd
1233,Formost 400 Respicap 30'S,504.00,413.28,Mkt: Cadila Healthcare Ltd (Zydus)
1234,Farex Gentle Infant Formula - Stage 1 (Upto 6 Months) 400 gm - Refill Pack,690.00,,Mkt: NUTRICIA INTERNATIONAL Pvt Ltd
1235,Florobact Capsule 10'S,115.00,94.30,Mkt: Icarus Health Care Pvt Ltd
1236,Forair 500 Respicaps 30'S,577.60,473.63,Mkt: Cadila Healthcare Ltd (Zydus)
1237,Fritolev 250mg Tablet 10'S,62.94,51.61,Mkt: Arinna Lifesciences Ltd
1238,FIDONAL Cream 30gm,300.00,246.00,Mkt: Abbott India Ltd
1239,Flublock Nasal Spray 6Gm,478.50,392.37,Mkt: Glenmark Pharmaceuticals Ltd
1240,FML T Eye Drops 5ml,181.28,145.02,
1241,Forson SR 500mg Tablet 10'S,20.60,16.89,Mkt: Unison Pharmaceuticals Pvt Ltd
1242,Fusiwal Cream 15gm,147.32,120.80,Mkt: Wallace Pharmaceuticals Ltd
1243,Flur Ophthalmic Solution 10ml,213.56,175.12,Mkt: Allergan India Pvt Ltd
1244,Ferium Xt+ Orange Flavour Suspension 200ml,238.85,195.86,Mkt: Emcure Pharmaceuticals Ltd
1245,Forson 500mg Tablet 10'S,12.69,10.41,Mkt: Unison Pharmaceuticals Pvt Ltd
1246,FACEMOIST SPF 15 Cream 60gm,450.00,369.00,Mkt: Canixa Life Sciences Pvt Ltd
1247,Fast&Up Energy Gel - Strawberry and Banana Flavour (5 x 30 gm),545.00,436.00,Mkt: Aeronutrix Sports Products Pvt Ltd
1248,Fertyl 50mg Tablet 10'S,85.90,70.44,Mkt: Arex Laboratories Pvt Ltd
1249,Fraclife Tablet 10'S,240.79,197.45,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1250,Fegra 180mg Tablet 10'S,133.10,109.14,Mkt: Comed Chemicals Limited
1251,Formonide 100 Inhaler 120Md,314.49,257.88,Mkt: Cadila Healthcare Ltd (Zydus)
1252,FORMOSONE FORTE Respicap 30's,610.50,500.61,Mkt: Cadila Healthcare Ltd (Zydus)
1253,Fair and Handsome 100% Oil Clear Face Wash 100 gm,220.00,167.20,Mkt: Emami Ltd
1254,Fusiwal Cream 5gm,49.11,40.27,Mkt: Wallace Pharmaceuticals Ltd
1255,Flutrol 100 Rotacap 30'S,203.50,166.87,Mkt: Macleods Pharmaceuticals Pvt Ltd
1256,Ferikind M Suspension 170ml,190.00,155.80,Mkt: Mankind Pharma Pvt Ltd
1257,Fourderm Cream 5gm,62.31,43.62,Mkt: Cipla Ltd
1258,Fenixa 120mg Tablet 10'S,110.00,90.20,Mkt: Canixa Life Sciences Pvt Ltd
1259,Fiberlact Granules 90gm,271.00,222.22,Mkt: Sun Pharmaceutical Industries Ltd
1260,FERSOFT Z Tablet 30's,111.00,91.02,Mkt: Magnachem Pharmaceuticals
1261,Fynal 500mg Tablet 5'S,41.65,34.15,Mkt: Mankind Pharma Pvt Ltd
1262,FEX 180mg Tablet 10'S,193.60,158.75,Mkt: East West Pharma
1263,Flufung 150mg Tablet 1's,12.05,9.88,Mkt: East West Pharma
1264,Fdson 5mg Tablet 30'S,33.18,27.21,Mkt: Unison Pharmaceuticals Pvt Ltd
1265,Ferinject 100mg Injection 2ml,997.50,817.95,Mkt: Lupin Ltd
1266,Fermax Tablet 10'S,140.00,114.80,Mkt: Esmatrix Life Sciences Pvt Ltd
1267,Flucos Lotion 60ml,224.90,184.42,Mkt: Eris Oaknet Healthcare Pvt Ltd
1268,Fenocor 35mg Tablet 10'S,119.96,98.37,Mkt: Ordain Health Care Global Pvt Ltd
1269,Formosone 250 Inhaler 120Md,756.25,620.13,Mkt: Cadila Healthcare Ltd (Zydus)
1270,Flexabenz Spray 55gm,330.00,270.60,Mkt: Macleods Pharmaceuticals Pvt Ltd
1271,Fole 400mg Tablet 1'S,20.30,16.65,Mkt: Unison Pharmaceuticals Pvt Ltd
1272,Flutrol 250 Inhaler 1's,657.75,539.36,Mkt: Macleods Pharmaceuticals Pvt Ltd
1273,Formonide 100 Respicap 30'S,158.55,130.01,Mkt: Cadila Healthcare Ltd (Zydus)
1274,Ferium Chew 50mg Tablet 10'S,146.95,120.50,Mkt: Emcure Pharmaceuticals Ltd
1275,Fepanil 250 Banana Flavour Suspension 60ml,40.32,33.06,Mkt: Veritaz Healthcare Ltd
1276,Formonide Forte Inhaler 120Md,707.80,580.40,Mkt: Cadila Healthcare Ltd (Zydus)
1277,Fabolite Sugar Free Delicious Orange Flavour Powder 100gm,192.00,157.44,Mkt: Abbott Healthcare Pvt Ltd
1278,Flurisone 0.1% Eye Drops 5ml,130.00,106.60,Mkt: Micro Labs Ltd
1279,FAIR INSTA SKIN LIGHTENING Cream 20gm,450.00,369.00,Mkt: Cadila Healthcare Ltd (Zydus)
1280,Frezcon Tablet 10'S,115.00,94.30,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1281,Fair and Handsome 100% Oil Clear Face Wash 50 gm,99.00,,Mkt: Emami Ltd
1282,Fusiwal M Cream 10gm,247.00,202.54,Mkt: Wallace Pharmaceuticals Ltd
1283,Folitrax 7.5mg Injection 1ml,46.45,38.09,Mkt: Ipca Laboratories Ltd
1284,Formost 200 Inhaler 120Md,705.00,578.10,Mkt: Cadila Healthcare Ltd (Zydus)
1285,Flucos DT 50mg Tablet 4'S,43.24,35.46,Mkt: Eris Oaknet Healthcare Pvt Ltd
1286,Fexolife M Tablet 10'S,175.45,143.87,Mkt: Dr Johns Lab Healthcare Pvt Ltd
1287,Folygel MB Capsule 10'S,127.00,104.14,Mkt: Kinesis Pharmaceuticals Pvt.Ltd
1288,Fungirex Gel 30gm,148.00,121.36,Mkt: Dermarex Healthcare India Pvt Ltd
1289,Fast&Up Reload + Caffeine Effervescent Tablets - Cola Flavour 20's,325.00,263.25,Mkt: Aeronutrix Sports Products Pvt Ltd
1290,Flutrol 500 Rotacap 30'S,530.20,434.76,Mkt: Macleods Pharmaceuticals Pvt Ltd
1291,Fogg Scent Eau De Parfum - Intensio 100 ml,599.00,569.05,Mkt: Vini Cosmetics Pvt Ltd
1292,Formost 400 Inhaler 120Md,728.00,596.96,Mkt: Cadila Healthcare Ltd (Zydus)
1293,Fogg Fragrance Body Spray - Marco 150 ml,275.00,261.25,Mkt: Vini Cosmetics Pvt Ltd
1294,Fogg Fragrance Body Spray - Napolean 150 ml,275.00,261.25,Mkt: Vini Cosmetics Pvt Ltd
1295,Fenobate 200mg Capsule 10'S,144.10,118.16,Mkt: East West Pharma
1296,FUNGEEHEAL 100mg Capsule 10's,243.00,199.26,Mkt: Lupin Ltd
1297,FOLYBLEND Tablet 10's,148.00,121.36,Mkt: Akesiss Pharma Pvt Ltd
1298,Folistat Tablet 10'S,15.12,12.40,Mkt: Stature Life Sciences Pvt Ltd
1299,Fevago DS Peppermint & Strawberry Flavour Suspension 60ml,40.32,33.06,Mkt: Cipla Ltd
1300,Fomtide 400 CFC Free Inhaler 1's,453.50,371.87,Mkt: Sun Pharmaceutical Industries Ltd
1301,Fast&Up Magnesio Magnesium & Zinc Effervescent Tablets - Lime & Lemon Flavour 20's,410.00,323.90,Mkt: Aeronutrix Sports Products Pvt Ltd
1302,Fepanil 650mg Tablet 15'S,29.90,24.52,Mkt: Veritaz Healthcare Ltd
